Resolución;Fecha;Resumen;Subtema;año
.008-2018-;2018;.008-2018- Aprobar la modificación de los Contratos de Suministro suscritos por la empresa distribuidora Luz del Sur S.A.A., con la empresa Compañía Eléctrica el Platanal S.A., como consecuencia del Proceso de Licitación de Suministro Eléctrico LDS-001-2011-LP, modificando el plazo de los contratos desde la fecha de suscripción, para el inicio del suministro a partir del 01 enero de 2024 hasta el 31 de diciembre de 2027. (e. 31/01/2018 - p. 02/02/2018).;Tarifarias;2018
.009-2018-;2018;.009-2018- Aprueban en 1,040 el Factor de Recargo del Fondo de Compensación Social Eléctrica aplicable a los cargos tarifarios de los usuarios del servicio público de electricidad de los sistemas interconectados a que se refiere el Artículo 2 de la Ley Nº 27510, aplicable en la facturación del periodo comprendido entre el 4 de febrero de 2018 al 30 de abril de 2018 y el Programa Trimestral de Transferencias Externas. (e. 31/01/2018 - p. 02/02/2018).;Tarifarias;2018
.010-2018-;2018;.010-2018- Declaran  ha lugar la solicitud de nulidad y de aprobación de nuevos Térmis de Referencia, contenida en el recurso de reconsideración interpuesto por Luz del Sur S.A.A. contra la Resolución  225- 2017- e infundado en todos sus extremos. (e. 06/02/2018 - p. 09/02/2018).;Tarifarias;2018
.010-2018-OS/GR;2018;.010-2018-OS/GRT Aprueban costos administrativos y operativos del FISE de las Distribuidoras Eléctricas en sus actividades vinculadas con el descuento en la compra del balón de gas al mes de enero de 2018. (e. 05/04/2018 - p.07/04/2018).;Tarifarias;2018
.011-2018-;2018;.011-2018- Declaran  ha lugar la solicitud de nulidad y revocación contenida en el recurso de reconsideración interpuesto por Enel Distribución S.A.A. contra la Resolución  225-2017- e infundado en todos sus extremos. (e. 06/02/2018 - p. 09/02/2018).;Tarifarias;2018
.012-2018-;2018;.012-2018- Declaran  ha lugar la solicitud de nulidad parcial y revocación contenida en el recurso de reconsideración interpuesto por Electro Dunas S.A.A. contra la Resolución  225-2017- e infundado en todos sus extremos. (e. 06/02/2018 - p. 09/02/2018).;Tarifarias;2018
.013-2018-;2018;.013-2018- Declaran  ha lugar la solicitud de nulidad y revocación contenida en el recurso de reconsideración interpuesto por las empresas Electroroeste S.A., Electrorte S.A., Hidrandina S.A. y Electrocentro S.A contra la Resolución  225-2017- e infundado en todos sus extremos. (e. 06/02/2018 - p. 09/02/2018).;Tarifarias;2018
.015-2018-OS/GR;2018;.015-2018-OS/GRT Fijan Márgenes Comerciales y nuevas Bandas de Precios de combustibles derivados del petróleo. (e. 25/04/2018 - p. 26/04/2018).;Tarifarias;2018
.016-2018-OS/GR;2018;.016-2018-OS/GRT Aprueban programa trimestral de transferencias mensuales de los recursos del FISE habilitados para el Mecanismo de Compensación de la Tarifa Eléctrica Residencial a las distribuidoras eléctricas. (e. 26/04/2018-p.27/04/2018).;Tarifarias;2018
.017-2018-;2018;.017-2018- Disponen la publicación en la página Web de  de la propuesta de Modelo PERSEO 2.0 implementado en GAMS, conjuntamente con los documentos sustentatorios para la ejecución del modelo, como los manuales de usuario y casos ejemplo. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.018-2018-;2018;.018-2018- Modifican los numerales 5.8.2 y 12.3 de la rma “Tarifas y Compensaciones para Sistemas Secundarios de Transmisión y Sistemas Complementarios de Transmisión”, aprobada con Resolución Nº 217-2013-. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.019-2018-;2018;.019-2018- Disponen la publicación en el diario oficial El Perua y en la página Web de  del Proyecto de Resolución que fija el Cargo RER Autómo para las Áreas  Conectadas a Red, aplicable al periodo comprendido entre el 01 de mayo de 2018 y el 30 de abril de 2019, de la relación de información que sustenta el Proyecto de Resolución que fija el Cargo RER Autómo para las Áreas  Conectadas a Red, aplicable al periodo comprendido entre el 01 de mayo de 2018 y el 30 de abril de 2019, y convoca a Audiencia Pública para la sustentación y exposición, por parte de , de los criterios, metodología y modelos económicos utilizados en el proyecto de resolución de fijación del Cargo RER Autómo. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.020-2018-;2018;.020-2018- Declaran fundado el recurso de reconsideración interpuesto por el Proyecto Especial Chavimochic respecto de la Resolución Nº 230-2017-. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.021-2018-;2018;.021-2018- Declaran fundado el recurso de reconsideración interpuesto por la Empresa Distribuidora y Comercializadora de Electricidad San Ramón de Pangoa S.A. respecto de la Resolución Nº 230-2017-. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.022-2018-;2018;.022-2018- Declaran fundado el recurso de reconsideración interpuesto por la Empresa Distribuidora, Generadora y Comercializadora de Servicios Públicos de Electricidad Pangoa S.A. respecto de la Resolución Nº 230-2017-. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.023-2018-;2018;.023-2018- Declaran fundado el recurso de reconsideración interpuesto por la empresa Electro Oriente S.A. respecto de la Resolución Nº 230-2017-. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.024-2018-;2018;.024-2018- Declaran fundado el recurso de reconsideración interpuesto por la Empresa de Servicios Eléctricos Municipales de Paramonga S.A. respecto de la Resolución Nº 230-2017-. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.025-2018-;2018;.025-2018- Declaran fundado el recurso de reconsideración interpuesto por la Empresa de Servicios Eléctricos Municipal de Pativilca S.A.C. respecto de la Resolución Nº 230-2017-. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.026-2018-;2018;.026-2018- Declaran fundado el recurso de reconsideración interpuesto por la empresa de Servicios Eléctricos Rioja S.A. respecto de la Resolución Nº 230-2017-. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.027-2018-;2018;.027-2018- Declaran fundado el recurso de reconsideración interpuesto por la empresa Luz del Sur S.A.A respecto de la Resolución  Nº 230-2017-. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.028-2018-;2018;.028-2018- Declaran fundado el recurso de reconsideración interpuesto por la empresa Termochilca S.A. respecto de la Resolución  Nº 230-2017-. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.029-2018-;2018;.029-2018- Declaran fundado, en todos sus extremos, el recurso de reconsideración interpuesto por Gas Natural de Lima y Callao S.A respecto de la Resolución  Nº 230-2017-. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.030-2018-;2018;.030-2018- Declaran improcedente el recurso de reconsideración interpuesto por la Empresa de Servicios Electro Tocache S.A contra la Resolución Nº 230-2017-. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.031-2018-;2018;.031-2018- Declaran concluido el procedimiento administrativo de recurso de reconsideración interpuesto contra la Resolución Nº 230-2017-, iniciado por la Empresa Regional de Servicio Público de Electricidad del rte S.A. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.032-2018-;2018;.032-2018- Reemplazan el Cuadro Nº 1 del artículo 1º de la Resolución Nº 230-2017-, correspondiente a la liquidación de saldos y montos a transferir a los Generadores Eléctricos y reemplaza el Cuadro Nº 2 del artículo 2º de la Resolución Nº 230-2017-, correspondiente a la liquidación de saldos y montos a transferir a los Distribuidores Eléctricos a fin de efectuar la devolución del CASE a cada Usuario Final Beneficiario, en el marco de la Ley 30543 y el Decreto Supremo 022-2017-EM. Reemplazan el Cuadro Nº 7 del artículo 5º de la Resolución Nº 230-2017-, correspondiente al monto a transferir a los Distribuidores de Gas Natural a fin de efectuar la devolución de la TRS a cada Usuario Final Beneficiario, en el marco de la Ley 30543 y el Decreto Supremo 022-2017-EM. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.033-2018-;2018;.033-2018- Aprueban el Precio Máximo del Servicio Integral de Instalación Interna para un punto empotrado o a la vista, que se aplicará en la Concesión de Distribución de Gas Natural por Red de Ductos en Lima y Callao y en la Concesión de Distribución de Gas Natural por Red de Ductos en el departamento Ica. (e. 15/02/2018 - p. 17/02/2018);Tarifarias;2018
.036-2018-;2018;.036-2018- Disponer la publicación en la página web de  www..gob.pe, del Proyecto de Resolución que fija la Tarifa Única de Distribución de Gas Natural en la Concesión de Lima y Callao aplicable al periodo comprendido entre el 07 de mayo de 2018 y el 06 de mayo de 2022, el Plan Quinquenal de Inversiones, el Plan de Promoción, así como los demás conceptos que establece el Reglamento de Distribución, junto con su Exposición de Motivos, documento que figura como Anexo 2. (e. 01/03/2018 - p. 05/03/2018).;Tarifarias;2018
.037-2018-;2018;.037-2018- Disponen la publicación en la página Web de , www..gob.pe, del proyecto de resolución que fija los precios en Barra para el período mayo 2018 - abril 2019. (e. 06/03/2018 - p. 09/03/2018).;Tarifarias;2018
.038-2018-;2018;.038-2018- Disponen la publicación en la página Web de , www..gob.pe, del proyecto de resolución que modifica los peajes y compensaciones de los Sistemas Secundarios de Transmisión de las empresas Red Eléctrica del Sur S.A. e Interconexión Eléctrica ISA Perú S.A., producto de la Preliquidación Anual de Ingresos, para el período mayo 2018 - abril 2019. (e. 06/03/2018 - p. 09/03/2018).;Tarifarias;2018
.039-2018-;2018;.039-2018- Disponen la publicación en la página Web de , www..gob.pe, del proyecto de resolución que determina el cargo Unitario de Liquidación para el periodo de mayo 2018 – abril 2019, como resultado de la Liquidación Anual de Ingresos de los Sistemas Secundarios de Transmisión y los Sistemas Complementarios de Transmisión asignados a la demanda. (e. 06/03/2018 - p. 09/03/2018).;Tarifarias;2018
.040-2018-;2018;.040-2018- Disponen la publicación en la página Web de , www..gob.pe del proyecto de resolución que modifica la Resolución Nº 061- 2017-, en cuanto a la distribución entre generadores de la responsabilidad de pago asignado a la generación por el uso de los SST y SCT. (e. 06/03/2018 - p. 09/03/2018).;Tarifarias;2018
.041-2018-;2018;.041-2018- Califican como confidencial información contractual de costos contenida en el convenio suscrito entre las empresas: La Virgen S.A.C. y Empresa de Generación Santa Ana S.R.L., remitida el 12 de febrero de 2018. (e. 06/03/2018 – t. 12/03/2018);Tarifarias;2018
.042-2018-;2018;.042-2018- Califican a sistemas de distribución eléctrica de diversas empresas en sectores de distribución típicos, y emiten otras disposiciones. (e. 06/03/2018 - p. 08/03/2018);Tarifarias;2018
.043-2018-;2018;.043-2018- Declaran improcedente recurso de reconsideración interpuesto por Electroroeste S.A. contra la Res.  232- 2017-. (e. 06/03/2018 - p. 08/03/2018);Tarifarias;2018
.046-2018-;2018;.046-2018- Publican proyecto de resolución que aprueba el Cargo Unitario por Compensación GGEE-DUP a ser adicionado a los Peajes de los Sistemas Secundarios y Complementarios de Transmisión para el período mayo 2018 - abril 2019. (e. 27/03/2018-p.29/03/2018).;Tarifarias;2018
.047-2018-;2018;.047-2018- Publica proyecto de la rma “Precios a Nivel Generación y Mecanismo de Compensación entre Usuarios Regulados”. (e. 27/03/2018-p.29/03/2018).;Tarifarias;2018
.048-2018-;2018;.048-2018- Procedimiento para la remisión de los registros de mediciones de los Sistemas de Transmisión. (e. 27/03/2018-p.29/03/2018).;Tarifarias;2018
.049-2018-;2018;.049-2018- Resuelve Recurso de Reconsideración presentado por SEAL contra la Resolución Nº 005-2018-. (e. 27/03/2018-p.29/03/2018).;Tarifarias;2018
.050-2018-;2018;.050-2018- Resuelve Recurso de Reconsideración presentado por Electrosur, Electro Sur Este y Electro Ucayali contra la Resolución  005-2018-. (e. 27/03/2018-p.29/03/2018).;Tarifarias;2018
.051-2018-;2018;.051-2018- Resuelve Recurso de Reconsideración presentado por ESA contra la Resolución  005-2018-.(e. 27/03/2018-p.29/03/2018).;Tarifarias;2018
.052-2018-;2018;.052-2018- Resuelve Recurso de Reconsideración presentado por Luz del Sur contra la Resolución  007-2018-. (e. 27/03/2018-p.29/03/2018).;Tarifarias;2018
.053-2018-;2018;.053-2018- Resuelve Recurso de Reconsideración presentado por Enel contra la Resolución  007-2018-. (e. 27/03/2018-p.29/03/2018).;Tarifarias;2018
.054-2018-;2018;.054-2018- Modifica “Actualización de la Base de Datos de los Módulos Estándares de Inversión para Sistemas de Transmisión con Costos 2017”. (e. 27/03/2018-p.29/03/2018).;Tarifarias;2018
.055-2018-;2018;.055-2018- Fija la Tarifa Única de Distribución de Gas Natural en la Concesión de Lima y Callao aplicable al período comprendido entre el 07 de mayo de 2018 al 06 de mayo de 2022 y aprobación del Plan Quinquenal de Inversiones, el Plan de Promoción, y demás conceptos previstos en el Reglamento de Distribución. (e. 10/04/2018 - p. 11/04/2018).;Tarifarias;2018
.056-2018-;2018;.056-2018- Fija Tarifas en Barra para el período mayo 2018 - abril 2019. (e. 11/04/2018 - p. 13/04/2018).;Tarifarias;2018
.057-2018-;2018;.057-2018- Aprueba la modificación de los peajes y compensaciones de los Sistemas Secundarios de Transmisión de las empresas Red Eléctrica del Sur S.A. e Interconexión Eléctrica ISA Perú S.A., producto de la Liquidación Anual de Ingresos, para el período mayo 2018 - abril 2019. (e. 11/04/2018 - p. 13/04/2018).;Tarifarias;2018
.058-2018-;2018;.058-2018- Determina el Cargo Unitario de Liquidación de los Sistemas Secundarios de Transmisión (SST) y los Sistemas Complementarios y Transmisión (SCT), producto de la Liquidación Anual de los Ingresos, para el período mayo 2018 - abril 2019. (e. 11/04/2018 - p. 13/04/2018).;Tarifarias;2018
.059-2018-;2018;.059-2018- Aprueba la distribución entre generadores de la responsabilidad de pago asignado a la generación por el criterio de Beneficios de los SST y SCT a solicitud de parte. (e. 11/04/2018 - p. 13/04/2018).;Tarifarias;2018
.060-2018-;2018;.060-2018- Publica el proyecto de modificación de la rma “Procedimiento para la Determinación del Precio Básico de la Potencia”. (e. 11/04/2018 - p. 13/04/2018).;Tarifarias;2018
.061-2018-;2018;.061-2018- Publica el proyecto de la Base de Datos de Módulos Estándares de Inversión para Sistemas de Transmisión de 500 kv. (e. 11/04/2018 - p. 13/04/2018).;Tarifarias;2018
.062-2018-;2018;.062-2018- Aprueba el Factor de Descuento Aplicable (FDA), aplicable a la Tarifa de Transporte de la Red Principal de Camisea, para el período mayo 2018 - abril 2019 (e. 24/04/2018 - p. 27/04/2018).;Tarifarias;2018
.063-2018-;2018;.063-2018- Aprueba saldo trimestral del Balance de la Promoción y los Factores de Reajuste Tarifario de la Concesión de Distribución de Gas Natural por Red de Ductos de Lima y Callao, para el período del 01 al 06 de mayo de 2018 (e. 24/04/2018 - p. 27/04/2018).;Tarifarias;2018
